time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-01-14 00:00:00+00:00,0,0,1,1
2023-01-31 00:00:00+00:00,0,0,5,1
2023-02-11 00:00:00+00:00,1,1,0,0
