time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-01-17 00:00:00+00:00,,,1.0,1.0
2023-01-20 00:00:00+00:00,,,13.0,1.0
2023-01-26 00:00:00+00:00,1.0,1.0,,
