time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-01-16 00:00:00+00:00,0,0,4,2
2023-01-19 00:00:00+00:00,0,0,1,1
2023-01-24 00:00:00+00:00,0,0,4,1
