time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-02-04 00:00:00+00:00,,,6,1
2023-02-06 00:00:00+00:00,,,22,2
2023-02-07 00:00:00+00:00,,,22,2
2023-02-08 00:00:00+00:00,,,2,1
2023-02-10 00:00:00+00:00,,,2,1
