time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-02-09 00:00:00+00:00,1,1,0,0
2023-02-17 00:00:00+00:00,2,1,0,0
2023-02-22 00:00:00+00:00,1,1,0,0
2023-02-23 00:00:00+00:00,0,0,4,1
