time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-07-30 00:00:00+00:00,7.0,4.0,,
2023-07-31 00:00:00+00:00,8.0,5.0,,
2023-08-01 00:00:00+00:00,7.0,4.0,,
2023-08-02 00:00:00+00:00,9.0,5.0,,
2023-08-03 00:00:00+00:00,7.0,4.0,,
2023-08-04 00:00:00+00:00,7.0,4.0,,
2023-08-05 00:00:00+00:00,7.0,4.0,,
2023-08-06 00:00:00+00:00,7.0,4.0,1.0,1.0
2023-08-07 00:00:00+00:00,8.0,5.0,1.0,1.0
2023-08-08 00:00:00+00:00,7.0,4.0,1.0,1.0
2023-08-09 00:00:00+00:00,9.0,5.0,,
2023-08-10 00:00:00+00:00,7.0,4.0,,
2023-08-11 00:00:00+00:00,7.0,4.0,,
2023-08-12 00:00:00+00:00,,,1.0,1.0
