time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-11-13 00:00:00+00:00,2.0,2.0,13,6
2022-11-14 00:00:00+00:00,2.0,2.0,7,4
2022-11-15 00:00:00+00:00,2.0,2.0,9,6
2022-11-16 00:00:00+00:00,2.0,2.0,11,8
2022-11-17 00:00:00+00:00,1.0,1.0,5,4
2022-11-18 00:00:00+00:00,3.0,3.0,4,4
2022-11-19 00:00:00+00:00,2.0,2.0,6,3
2022-11-20 00:00:00+00:00,1.0,1.0,4,3
2022-11-21 00:00:00+00:00,1.0,1.0,16,7
2022-11-22 00:00:00+00:00,2.0,2.0,2,2
2022-11-23 00:00:00+00:00,1.0,1.0,8,4
2022-11-24 00:00:00+00:00,2.0,2.0,4,4
2022-11-25 00:00:00+00:00,2.0,2.0,7,7
2022-11-26 00:00:00+00:00,,,3,1
