time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-06-30 00:00:00+00:00,6,5,13.0,2.0
2023-07-01 00:00:00+00:00,5,4,1.0,1.0
2023-07-02 00:00:00+00:00,5,4,,
2023-07-03 00:00:00+00:00,6,5,,
2023-07-04 00:00:00+00:00,7,6,,
2023-07-05 00:00:00+00:00,7,4,1.0,1.0
2023-07-06 00:00:00+00:00,5,4,,
2023-07-07 00:00:00+00:00,7,4,2.0,1.0
2023-07-08 00:00:00+00:00,5,4,4.0,1.0
2023-07-09 00:00:00+00:00,5,4,,
2023-07-10 00:00:00+00:00,10,7,1.0,1.0
2023-07-11 00:00:00+00:00,5,4,,
2023-07-12 00:00:00+00:00,5,4,,
