time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-11-18 00:00:00+00:00,3,3,4,4
2022-11-19 00:00:00+00:00,2,2,6,3
2022-11-20 00:00:00+00:00,1,1,4,3
2022-11-21 00:00:00+00:00,1,1,16,7
2022-11-22 00:00:00+00:00,2,2,2,2
2022-11-23 00:00:00+00:00,1,1,8,4
2022-11-24 00:00:00+00:00,2,2,4,4
2022-11-25 00:00:00+00:00,2,2,7,7
2022-11-26 00:00:00+00:00,1,1,4,2
2022-11-27 00:00:00+00:00,1,1,6,4
2022-11-28 00:00:00+00:00,2,2,4,3
2022-11-29 00:00:00+00:00,3,3,2,2
2022-11-30 00:00:00+00:00,2,2,2,1
2022-12-01 00:00:00+00:00,2,2,12,8
