time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-01-30 00:00:00+00:00,1,1,,
2023-02-02 00:00:00+00:00,1,1,2.0,1.0
2023-02-04 00:00:00+00:00,1,1,,
